cue,target,strength
CERAMIC,DISH,0.021
CERAMIC,ART,0.014
CERAMIC,STATUE,0.014
CERAMIC,TRAY,0.014
CERAMICS,POTTERY,0.291
CERAMICS,POTS,0.113
CERAMICS,CLAY,0.086
CERAMICS,TILING,0.073
CERAMICS,ART,0.046
CERAMICS,BORING,0.02
CERAMICS,BREAK,0.02
CERAMICS,CRAFTS,0.02
CERAMICS,GLASS,0.02
CERAMICS,PAINT,0.02
CERAMICS,VASE,0.02
CERAMICS,BONGS,0.013
CERAMICS,BOWLS,0.013
CERAMICS,PLASTER,0.013
CERAMICS,PORCELAIN,0.013
CEREAL,BREAKFAST,0.333
CEREAL,MILK,0.204
CEREAL,OATMEAL,0.041
CEREAL,BOWL,0.031
CEREAL,BOX,0.031
CEREAL,EAT,0.031
CEREAL,BRAN,0.02
CEREAL,CHEERIOS,0.02
CEREAL,CORN FLAKES,0.02
CEREAL,RAISIN BRAN,0.02
CEREAL,TRIX,0.02
CEREMONY,WEDDING,0.439
CEREMONY,FUNERAL,0.072
CEREMONY,GRADUATION,0.065
CEREMONY,MARRIAGE,0.05
CEREMONY,AWARD,0.029
CEREMONY,CELEBRATION,0.029
CEREMONY,CHURCH,0.029
CEREMONY,MASS,0.022
CEREMONY,RELIGION,0.022
CEREMONY,RITUAL,0.022
CEREMONY,SERVICE,0.022
CEREMONY,DEATH,0.014
CEREMONY,INITIATION,0.014
CEREMONY,LONG,0.014
CEREMONY,MEMORY,0.014
CEREMONY,PARTY,0.014
CERTAIN,SURE,0.353
CERTAIN,UNCERTAIN,0.133
CERTAIN,DEFINITE,0.053
CERTAIN,POSITIVE,0.053
CERTAIN,KNOW,0.04
CERTAIN,UNSURE,0.033
CERTAIN,DOUBTFUL,0.027
CERTAIN,ASSURE,0.013
CERTAIN,PARTICULAR,0.013
CERTAIN,SPECIFIC,0.013
CHAIN,SAW,0.218
CHAIN,LINK,0.106
CHAIN,GOLD,0.078
CHAIN,GANG,0.056
CHAIN,LOCK,0.056
CHAIN,NECKLACE,0.056
CHAIN,BICYCLE,0.045
CHAIN,DOG,0.034
CHAIN,WHIP,0.034
CHAIN,BALL,0.028
CHAIN,REACTION,0.028
CHAIN,ROPE,0.028
CHAIN,FENCE,0.022
CHAIN,JEWELRY,0.017
CHAIR,TABLE,0.314
CHAIR,SIT,0.212
CHAIR,COUCH,0.109
CHAIR,SEAT,0.109
CHAIR,SOFA,0.077
CHAIR,STOOL,0.032
CHAIR,CUSHION,0.019
CHAIR,DESK,0.019
CHAIR,ROCKER,0.019
CHAIR,ARM,0.013
CHAIR,BED,0.013
CHAIR,BENCH,0.013
CHAIR,LEG,0.013
CHAIR,WOOD,0.013
CHAIRPERSON,LEADER,0.176
CHAIRPERSON,HEAD,0.135
CHAIRPERSON,COMMITTEE,0.074
CHAIRPERSON,PRESIDENT,0.061
CHAIRPERSON,BOSS,0.054
CHAIRPERSON,CEO,0.047
CHAIRPERSON,CHARGE,0.047
CHAIRPERSON,BOARD,0.041
CHAIRPERSON,MEETING,0.027
CHAIRPERSON,POWER,0.027
CHAIRPERSON,BUSINESS,0.02
CHAIRPERSON,COUNCIL,0.02
CHAIRPERSON,DIRECTOR,0.02
CHAIRPERSON,CHAIRMAN,0.014
CHAIRPERSON,EXECUTIVE,0.014
CHAIRPERSON,HIGH,0.014
CHAIRPERSON,IMPORTANT,0.014
CHAIRPERSON,OFFICE,0.014
CHALK,BOARD,0.694
CHALK,DUST,0.095
CHALK,WHITE,0.048
CHALK,WRITE,0.048
CHALK,ERASER,0.034
CHALK,CRAYON,0.02
CHALK,CALCIUM,0.014
CHALKBOARD,CHALK,0.353
CHALKBOARD,ERASER,0.153
CHALKBOARD,TEACHER,0.12
CHALKBOARD,BLACKBOARD,0.093
CHALKBOARD,SCHOOL,0.087
CHALKBOARD,WRITE,0.04
CHALKBOARD,CLASS,0.027
CHALKBOARD,DUST,0.027
CHALKBOARD,BOARD,0.02
CHALKBOARD,GREEN,0.02
CHALKBOARD,NOTES,0.013
CHALLENGE,HARD,0.082
CHALLENGE,COMPETE,0.054
CHALLENGE,TASK,0.041
CHALLENGE,FIGHT,0.034
CHALLENGE,OBSTACLE,0.034
CHALLENGE,DARE,0.027
CHALLENGE,DIFFICULT,0.027
CHALLENGE,EXCITEMENT,0.027
CHALLENGE,GAME,0.027
CHALLENGE,FUN,0.02
CHALLENGE,STRUGGLE,0.02
CHALLENGE,TEST,0.02
CHALLENGE,ACCEPT,0.014
CHALLENGE,CAR,0.014
CHALLENGE,CHALLENGER,0.014
CHALLENGE,CONQUER,0.014
CHALLENGE,GOAL,0.014
CHALLENGE,GREAT,0.014
CHALLENGE,MEET,0.014
CHALLENGE,SPORT,0.014
CHALLENGE,WIN,0.014
CHAMBER,ROOM,0.18
CHAMBER,GAS,0.107
CHAMBER,COMMERCE,0.087
CHAMBER,JUDGE,0.067
CHAMBER,JAIL,0.047
CHAMBER,DUNGEON,0.033
CHAMBER,MUSIC,0.033
CHAMBER,CELL,0.02
CHAMBER,ENCLOSED,0.02
CHAMBER,GUN,0.02
CHAMBER,VAULT,0.02
CHAMBER,CAGE,0.013
CHAMBER,CHOIR,0.013
CHAMBER,CLOSED,0.013
CHAMBER,CONGRESS,0.013
CHAMBER,CORRIDOR,0.013
CHAMBER,DARK,0.013
CHAMBER,DEATH,0.013
CHAMBER,MAID,0.013
CHAMPAGNE,WINE,0.184
CHAMPAGNE,BUBBLE,0.163
CHAMPAGNE,DRINK,0.102
CHAMPAGNE,NEW YEAR,0.071
CHAMPAGNE,BOTTLE,0.041
CHAMPAGNE,PINK,0.041
CHAMPAGNE,BEER,0.031
CHAMPAGNE,DRUNK,0.031
CHAMPAGNE,GLASS,0.031
CHAMPAGNE,JAM,0.031
CHAMPAGNE,PARTY,0.031
CHAMPAGNE,BOOZE,0.02
CHAMPAGNE,CELEBRATION,0.02
CHAMPAGNE,WHISKEY,0.02
CHAMPION,WINNER,0.448
CHAMPION,HERO,0.062
CHAMPION,BEST,0.055
CHAMPION,OLYMPICS,0.034
CHAMPION,HORSE,0.028
CHAMPION,LOSER,0.028
CHAMPION,VICTOR,0.028
CHAMPION,WIN,0.028
CHAMPION,ATHLETE,0.021
CHAMPION,BOXER,0.014
CHAMPION,METAL,0.014
CHAMPION,PROFESSIONAL,0.014
CHAMPION,RUNNER,0.014
CHAMPION,SWEATSHIRT,0.014
CHANCE,LUCK,0.162
CHANCE,OPPORTUNITY,0.141
CHANCE,RISK,0.101
CHANCE,TRY,0.086
CHANCE,TAKE,0.035
CHANCE,GAMBLE,0.025
CHANCE,HAPPEN,0.025
CHANCE,LAST,0.02
CHANCE,LOTTERY,0.02
CHANCE,FATE,0.015
CHANCE,HOPE,0.015
CHANCE,ONE,0.015
CHANCE,GOOD,0.01
CHANCE,GUESS,0.01
CHANCE,MAYBE,0.01
CHANCE,OPTION,0.01
CHANCE,POSSIBLE,0.01
CHANCE,PROBABILITY,0.01
CHANCE,TIME,0.01
CHANGE,DIFFERENT,0.165
CHANGE,MONEY,0.134
CHANGE,COIN,0.063
CHANGE,CLOTHES,0.055
CHANGE,SAME,0.047
CHANGE,ALTER,0.031
CHANGE,SWITCH,0.024
CHANGE,ADAPT,0.016
CHANGE,CORRECT,0.016
CHANGE,DOLLAR,0.016
CHANGE,FAST,0.016
CHANGE,GOOD,0.016
CHANGE,REDO,0.016
CHANGE,REMAIN,0.016
CHANGE,STAY,0.016
CHANNEL,TELEVISION,0.372
CHANNEL,WATER,0.083
CHANNEL,RIVER,0.071
CHANNEL,STATION,0.064
CHANNEL,CANAL,0.058
CHANNEL,C.B.,0.026
CHANNEL,BOAT,0.019
CHANNEL,CHANGE,0.019
CHANNEL,ENGLISH,0.019
CHANNEL,MARKER,0.013
CHANNEL,NEWS,0.013
CHANNEL,SELECT,0.013
CHANNEL,TUNER,0.013
CHAOS,CONFUSION,0.147
CHAOS,HECTIC,0.06
CHAOS,LOUD,0.053
CHAOS,NOISE,0.053
CHAOS,ANARCHY,0.033
CHAOS,MESS,0.033
CHAOS,CALM,0.027
CHAOS,QUIET,0.027
CHAOS,WILD,0.027
CHAOS,DISASTER,0.02
CHAOS,HAVOC,0.02
CHAOS,ORDER,0.02
CHAOS,PANDEMONIUM,0.02
CHAOS,SCHOOL,0.02
CHAOS,COMMOTION,0.013
CHAOS,DESTRUCTION,0.013
CHAOS,FRUSTRATION,0.013
CHAOS,HEADACHE,0.013
CHAOS,HOOPLA,0.013
CHAOS,MADNESS,0.013
CHAOS,PEACE,0.013
CHAOS,TROUBLE,0.013
CHAPEL,CHURCH,0.621
CHAPEL,MARRY,0.059
CHAPEL,PRIEST,0.033
CHAPEL,WEDDING,0.033
CHAPEL,CROSS,0.026
CHAPEL,GOD,0.026
CHAPEL,RELIGIOUS,0.026
CHAPEL,TEMPLE,0.02
CHAPEL,LOVE,0.013
CHAPEL,PRAY,0.013
CHAPEL,STEEPLE,0.013
CHAPTER,BOOK,0.614
CHAPTER,ONE,0.15
CHAPTER,SECTION,0.033
CHAPTER,NOVEL,0.02
CHAPTER,ELEVEN,0.013
CHAPTER,PAGE,0.013
CHAPTER,SORORITY,0.013
CHAPTER,VERSE,0.013
CHARACTER,PERSONALITY,0.161
CHARACTER,PERSON,0.119
CHARACTER,PLAY,0.095
CHARACTER,ACTOR,0.071
CHARACTER,CARTOON,0.04
CHARACTER,ACT,0.032
CHARACTER,PLAYER,0.024
CHARACTER,BOOK,0.016
CHARACTER,FIGURE,0.016
CHARACTER,FINE,0.016
CHARACTER,FUNNY,0.016
CHARACTER,LETTER,0.016
CHARACTER,MOVIE,0.016
CHARACTER,STORY,0.016
CHARACTER,WITNESS,0.016
CHARACTERISTIC,TRAIT,0.176
CHARACTERISTIC,PERSONALITY,0.128
CHARACTERISTIC,QUALITY,0.054
CHARACTERISTIC,FEATURE,0.047
CHARACTERISTIC,EYES,0.027
CHARACTERISTIC,HAIR,0.027
CHARACTERISTIC,PERSON,0.027
CHARACTERISTIC,CHARACTER,0.02
CHARACTERISTIC,FACE,0.02
CHARACTERISTIC,UNIQUE,0.02
CHARACTERISTIC,ASPECT,0.014
CHARACTERISTIC,ATTRIBUTE,0.014
CHARACTERISTIC,BOOK,0.014
CHARACTERISTIC,CARTOON,0.014
CHARACTERISTIC,CLASSIFIED,0.014
CHARACTERISTIC,GOOD,0.014
CHARACTERISTIC,LOOKS,0.014
CHARACTERISTIC,TYPE,0.014
CHARCOAL,GRILL,0.247
CHARCOAL,BARBECUE,0.153
CHARCOAL,BLACK,0.153
CHARCOAL,FIRE,0.073
CHARCOAL,COOK,0.053
CHARCOAL,BURN,0.04
CHARCOAL,LIGHT,0.027
CHARCOAL,BRIQUETTES,0.02
CHARCOAL,COOKOUT,0.013
CHARCOAL,GRAY,0.013
CHARCOAL,SOOT,0.013
CHARGE,CARD,0.479
CHARGE,ACCOUNT,0.064
CHARGE,MONEY,0.064
CHARGE,BATTERY,0.057
CHARGE,CASH,0.029
CHARGE,ELECTRIC,0.029
CHARGE,RUN,0.021
CHARGE,BOSS,0.014
CHARGE,CLOTHES,0.014
CHARGE,GO,0.014
CHARGE,PAYMENT,0.014
CHARGE,PLASTIC,0.014
CHARGE,RETREAT,0.014
CHARITY,MONEY,0.24
CHARITY,GIVE,0.233
CHARITY,POOR,0.062
CHARITY,HELP,0.041
CHARITY,GENEROUS,0.034
CHARITY,CAUSE,0.027
CHARITY,CHURCH,0.027
CHARITY,KINDNESS,0.027
CHARITY,LOVE,0.027
CHARITY,EVENT,0.021
CHARITY,FREE,0.021
CHARITY,BENEFIT,0.014
CHARITY,CASE,0.014
CHARITY,DONATION,0.014
CHARITY,GIFT,0.014
CHARITY,M.S.,0.014
CHARITY,NICE,0.014
CHARITY,RUN,0.014
CHARITY,TELETHON,0.014
CHARITY,VOLUNTEER,0.014
CHARM,BRACELET,0.333
CHARM,PERSONALITY,0.067
CHARM,WIT,0.048
CHARM,LOVE,0.042
CHARM,NICE,0.03
CHARM,APPEAL,0.024
CHARM,GIRL,0.024
CHARM,NECKLACE,0.024
CHARM,SWEET,0.024
CHARM,LUCK,0.018
CHARM,SUAVE,0.018
CHARM,CHARISMA,0.012
CHARM,FLATTER,0.012
CHARM,GRACE,0.012
CHARM,KINDNESS,0.012
CHARM,PRETTY,0.012
CHARM,ROMANCE,0.012
CHARM,WIN,0.012
CHART,GRAPH,0.275
CHART,MAP,0.118
CHART,DIAGRAM,0.033
CHART,DOCTOR,0.033
CHART,NUMBERS,0.033
CHART,TABLE,0.033
CHART,HOSPITAL,0.02
CHART,MEDICAL,0.02
CHART,PAPER,0.02
CHART,DATA,0.013
CHART,EYE,0.013
CHART,MATH,0.013
CHART,PIE,0.013
CHART,POINT,0.013
CHART,POSTER,0.013
CHART,SEA,0.013
CHART,STATISTICS,0.013
CHART,WRITE,0.013
CHASE,RUN,0.355
CHASE,FOLLOW,0.125
CHASE,CATCH,0.099
CHASE,BANK,0.053
CHASE,CAR,0.053
CHASE,VISA,0.033
CHASE,PURSUE,0.026
CHASE,FUN,0.02
CHASE,MANHATTAN,0.02
CHASE,POLICE,0.02
CHASE,CAPTURE,0.013
CHASE,CAT,0.013
CHASE,MORTGAGE,0.013
CHASE,RACE,0.013
CHAUFFEUR,DRIVER,0.378
CHAUFFEUR,LIMO,0.291
CHAUFFEUR,CAR,0.088
CHAUFFEUR,LIMOUSINE,0.088
CHAUFFEUR,DRIVE,0.074
CHEAP,EXPENSIVE,0.328
CHEAP,INEXPENSIVE,0.079
CHEAP,TRICK,0.079
CHEAP,MONEY,0.034
CHEAP,SALE,0.027
CHEAP,THRIFTY,0.027
CHEAP,BARGAIN,0.02
CHEAP,LOW,0.02
CHEAP,PERFUME,0.02
CHEAP,POOR,0.02
CHEAP,SLEAZY,0.02
CHEAP,BREAK,0.014
CHEAP,DIRTY,0.014
CHEAT,LIE,0.176
CHEAT,TEST,0.151
CHEAT,STEAL,0.067
CHEAT,BAD,0.059
CHEAT,EXAM,0.05
CHEAT,FAIL,0.042
CHEAT,WRONG,0.034
CHEAT,DISHONEST,0.025
CHEAT,LOSE,0.025
CHEAT,PASS,0.025
CHEAT,SCHOOL,0.025
CHEAT,UNFAIR,0.025
CHEAT,CARDS,0.017
CHEAT,CAUGHT,0.017
CHEAT,CROOK,0.017
CHEAT,FLUNK,0.017
CHEAT,SHEET,0.017
CHEAT,WIN,0.017
CHECK,MONEY,0.3
CHECK,CASH,0.1
CHECK,BOUNCE,0.073
CHECK,BALANCE,0.06
CHECK,BANK,0.06
CHECK,MARK,0.06
CHECK,BILL,0.027
CHECK,MATE,0.027
CHECK,BOOK,0.02
CHECK,OUT,0.02
CHECK,APPROVAL,0.013
CHECK,LOOK,0.013
CHECK,PAPER,0.013
CHECKBOOK,MONEY,0.527
CHECKBOOK,BALANCE,0.158
CHECKBOOK,CHECK,0.048
CHECKBOOK,ACCOUNT,0.041
CHECKBOOK,BOUNCE,0.034
CHECKBOOK,BANK,0.027
CHECKBOOK,EMPTY,0.021
CHECKBOOK,BLUE,0.014
CHECKBOOK,DEBT,0.014
CHECKBOOK,PROBLEM,0.014
CHECKBOOK,SAVINGS,0.014
CHECKERS,GAME,0.4
CHECKERS,CHESS,0.26
CHECKERS,HAMBURGER,0.067
CHECKERS,BOARD,0.04
CHECKERS,FOOD,0.033
CHECKERS,RED,0.033
CHECKERS,KING,0.027
CHECKERS,BLACK,0.013
CHECKERS,FRIES,0.013
CHECKERS,ROUND,0.013
CHECKERS,SQUARE,0.013
CHECKING,ACCOUNT,0.44
CHECKING,SAVINGS,0.107
CHECKING,BANK,0.087
CHECKING,MONEY,0.047
CHECKING,LOOKING,0.033
CHECKING,ACTION,0.013
CHECKING,CHECKBOOK,0.013
CHECKING,CORRECT,0.013
CHECKING,MARK,0.013
CHECKING,OUT,0.013
CHEDDAR,CHEESE,0.922
CHEDDAR,SWISS,0.026
CHEEK,FAT,0.291
CHEEK,BONE,0.139
CHEEK,KISS,0.132
CHEEK,TONGUE,0.06
CHEEK,RED,0.046
CHEEK,BUTT,0.033
CHEEK,ROSY,0.033
CHEEK,BLUSH,0.026
CHEEK,LIP,0.026
CHEEK,MOUTH,0.026
CHEEK,PINK,0.02
CHEEK,SKIN,0.02
CHEEK,SOFT,0.02
CHEEK,ASS,0.013
CHEEK,CHUBBY,0.013
CHEEK,PINCH,0.013
CHEER,HAPPY,0.137
CHEER,YELL,0.111
CHEER,CHEERLEADER,0.072
CHEER,FOOTBALL,0.046
CHEER,GAME,0.046
CHEER,BAR,0.039
CHEER,BEER,0.039
CHEER,DETERGENT,0.033
CHEER,SHOW,0.033
CHEER,TELEVISION,0.033
CHEER,CROWD,0.026
CHEER,JOY,0.026
CHEER,UP,0.026
CHEER,BOO,0.02
CHEER,HOORAY,0.02
CHEER,PARTY,0.02
CHEER,DRINKS,0.013
CHEER,GOOD,0.013
CHEER,LAUGH,0.013
CHEER,POM POM,0.013
CHEER,SPIRIT,0.013
CHEERFUL,HAPPY,0.585
CHEERFUL,JOYOUS,0.068
CHEERFUL,SAD,0.061
CHEERFUL,SMILE,0.054
CHEERFUL,CHEERLEADER,0.02
CHEERFUL,CHEERS,0.014
CHEERFUL,DELIGHTFUL,0.014
CHEERFUL,GLOOMY,0.014
CHEERFUL,LAUGH,0.014
CHEERLEADER,FOOTBALL,0.092
CHEERLEADER,BLONDE,0.066
CHEERLEADER,GIRL,0.059
CHEERLEADER,POM POM,0.039
CHEERLEADER,SNOB,0.039
CHEERLEADER,RAH,0.033
CHEERLEADER,SPIRIT,0.033
CHEERLEADER,DITZY,0.026
CHEERLEADER,HAPPY,0.026
CHEERLEADER,SKIRT,0.026
CHEERLEADER,STUPID,0.026
CHEERLEADER,YELL,0.026
CHEERLEADER,AIRHEAD,0.02
CHEERLEADER,LEGS,0.02
CHEERLEADER,SCHOOL,0.02
CHEERLEADER,SEXY,0.02
CHEERLEADER,BABE,0.013
CHEERLEADER,BIMBO,0.013
CHEERLEADER,BOUNCY,0.013
CHEERLEADER,CHEER,0.013
CHEERLEADER,CUTE,0.013
CHEERLEADER,FINE,0.013
CHEERLEADER,JUMP,0.013
CHEERLEADER,LOUD,0.013
CHEERLEADER,PEPPY,0.013
CHEERLEADER,PRETTY,0.013
CHEERLEADER,PRUDE,0.013
CHEERLEADER,WHORE,0.013
CHEERLEADER,YUMMY,0.013
CHEESE,MOUSE,0.176
CHEESE,CRACKER,0.17
CHEESE,MILK,0.109
CHEESE,CAKE,0.067
CHEESE,WINE,0.061
CHEESE,CHEDDAR,0.055
CHEESE,SWISS,0.048
CHEESE,BREAD,0.03
CHEESE,DAIRY,0.03
CHEESE,EAT,0.024
CHEESE,BURGER,0.018
CHEESE,DIP,0.018
CHEESE,RAT,0.018
CHEESE,AMERICAN,0.012
CHEESE,BUTTER,0.012
CHEESE,MUENSTER,0.012
CHEESE,PROTEIN,0.012
CHEF,COOK,0.622
CHEF,FOOD,0.243
CHEF,SALAD,0.047
CHEF,HAT,0.02
CHEF,INDIAN,0.014
CHEF,WAITER,0.014
CHEMICAL,REACTION,0.11
CHEMICAL,ACID,0.097
CHEMICAL,CHEMISTRY,0.069
CHEMICAL,SCIENCE,0.069
CHEMICAL,COMPOUND,0.041
CHEMICAL,POISON,0.041
CHEMICAL,DANGEROUS,0.034
CHEMICAL,PLANT,0.034
CHEMICAL,IMBALANCE,0.028
CHEMICAL,BOND,0.021
CHEMICAL,BURN,0.021
CHEMICAL,DRUG,0.021
CHEMICAL,EXPLOSION,0.021
CHEMICAL,GAS,0.021
CHEMICAL,SUBSTANCE,0.021
CHEMICAL,WASTE,0.021
CHEMICAL,ELEMENT,0.014
CHEMICAL,LAB,0.014
CHEMICAL,LIQUID,0.014
CHEMICAL,LSD,0.014
CHEMICAL,MIXTURE,0.014
CHEMICAL,PHYSICAL,0.014
CHEMICAL,PHYSICS,0.014
CHEMICAL,POLLUTION,0.014
CHEMIST,SCIENTIST,0.262
CHEMIST,CHEMICAL,0.131
CHEMIST,SCIENCE,0.122
CHEMIST,BIOLOGIST,0.032
CHEMIST,TUBE,0.031
CHEMIST,EXPERIMENT,0.024
CHEMIST,FORMULA,0.024
CHEMIST,SMART,0.024
CHEMIST,BIOLOGY,0.016
CHEMIST,CHEMISTRY,0.016
CHEMIST,MAD,0.016
CHEMIST,PHYSICIST,0.016
CHEMIST,STUDY,0.016
CHEMISTRY,SCIENCE,0.329
CHEMISTRY,BIOLOGY,0.093
CHEMISTRY,PHYSICS,0.079
CHEMISTRY,CHEMICAL,0.071
CHEMISTRY,LAB,0.043
CHEMISTRY,CLASS,0.036
CHEMISTRY,EXPERIMENT,0.029
CHEMISTRY,ORGANIC,0.029
CHEMISTRY,FORMULA,0.021
CHEMISTRY,HARD,0.021
CHEMISTRY,TEST,0.021
CHEMISTRY,ELEMENT,0.014
CHEMISTRY,EQUATION,0.014
CHEMISTRY,MATH,0.014
CHEMISTRY,SUBJECT,0.014
CHEMISTRY,TEST TUBE,0.014
CHERRY,RED,0.217
CHERRY,PIE,0.182
CHERRY,FRUIT,0.168
CHERRY,APPLE,0.077
CHERRY,SODA,0.042
CHERRY,PIT,0.035
CHERRY,TREE,0.035
CHERRY,BOMB,0.021
CHERRY,COKE,0.021
CHERRY,STRAWBERRY,0.021
CHERRY,VIRGIN,0.021
CHERRY,BLOSSOM,0.014
CHERRY,GRAPE,0.014
CHERRY,HAPPY,0.014
CHERRY,ICE CREAM,0.014
CHERRY,STEM,0.014
CHESS,GAME,0.362
CHESS,CHECKERS,0.224
CHESS,KING,0.092
CHESS,BOARD,0.053
CHESS,PLAYER,0.039
CHESS,KNIGHT,0.033
CHESS,MATCH,0.02
CHESS,BISHOP,0.013
CHESS,BORING,0.013
CHESS,CHECK,0.013
CHESS,PAWN,0.013
CHESS,SET,0.013
CHESS,SMART,0.013
CHESS,THINK,0.013
CHEST,HAIR,0.141
CHEST,MUSCLE,0.085
CHEST,BREAST,0.07
CHEST,BIG,0.049
CHEST,BODY,0.049
CHEST,DRAWER,0.049
CHEST,TREASURE,0.049
CHEST,HEART,0.042
CHEST,SMALL,0.028
CHEST,BOOBS,0.021
CHEST,COLD,0.021
CHEST,HOPE,0.021
CHEST,SIZE,0.021
CHEST,STOMACH,0.021
CHEST,BACK,0.014
CHEST,BRA,0.014
CHEST,GAME,0.014
CHEST,LOCK,0.014
CHEST,MAN,0.014
CHEST,NICE,0.014
CHEST,TORSO,0.014
CHEST,XRAY,0.014
CHEW,GUM,0.361
CHEW,EAT,0.143
CHEW,FOOD,0.102
CHEW,SWALLOW,0.102
CHEW,BITE,0.054
CHEW,MASTICATE,0.048
CHEW,SPIT,0.034
CHEW,CHOMP,0.027
CHEW,TOBACCO,0.027
CHEW,MOUTH,0.02
CHEW,TEETH,0.02
CHEW,CUD,0.014
CHICK,CHICKEN,0.236
CHICK,GIRL,0.155
CHICK,EGG,0.135
CHICK,HEN,0.101
CHICK,BABY,0.068
CHICK,BABE,0.041
CHICK,YELLOW,0.041
CHICK,BIRD,0.034
CHICK,DUCK,0.02
CHICK,GUY,0.02
CHICK,CHIRP,0.014
CHICK,YOUNG,0.014
CHICKEN,SOUP,0.092
CHICKEN,FRIED,0.076
CHICKEN,WINGS,0.076
CHICKEN,FOOD,0.054
CHICKEN,LEG,0.038
CHICKEN,BIRD,0.027
CHICKEN,NUGGETS,0.027
CHICKEN,TURKEY,0.027
CHICKEN,EGGS,0.022
CHICKEN,FAT,0.022
CHICKEN,HEN,0.022
CHICKEN,ROOSTER,0.022
CHICKEN,EAT,0.016
CHICKEN,FEATHER,0.016
CHICKEN,LITTLE,0.016
CHICKEN,MEAT,0.016
CHICKEN,SANDWICH,0.016
CHICKEN,AFRAID,0.011
CHICKEN,BAKED,0.011
CHICKEN,BARBECUE,0.011
CHICKEN,BONE,0.011
CHICKEN,BREAST,0.011
CHICKEN,CUTLET,0.011
CHICKEN,DINNER,0.011
CHICKEN,DUMPLINGS,0.011
CHICKEN,GREASE,0.011
CHICKEN,NECK,0.011
CHICKEN,POTPIE,0.011
CHICKEN,SCARED,0.011
CHIEF,INDIAN,0.382
CHIEF,LEADER,0.164
CHIEF,FIRE,0.079
CHIEF,BOSS,0.073
CHIEF,POLICE,0.073
CHIEF,HEAD,0.055
CHIEF,COOK,0.03
CHIEF,MAIN,0.03
CHIEF,MAJOR,0.012
CHIEF,SERGEANT,0.012
CHILD,BABY,0.202
CHILD,KID,0.111
CHILD,ADULT,0.101
CHILD,BOY,0.051
CHILD,BRAT,0.04
CHILD,PARENT,0.04
CHILD,SMALL,0.04
CHILD,YOUNG,0.04
CHILD,LOVE,0.03
CHILD,MAN,0.03
CHILD,MOTHER,0.03
CHILD,CARE,0.02
CHILD,CRY,0.02
CHILD,GIRL,0.02
CHILD,LITTLE,0.02
CHILDISH,IMMATURE,0.286
CHILDISH,KID,0.082
CHILDISH,BABY,0.054
CHILDISH,BEHAVIOR,0.054
CHILDISH,GAME,0.041
CHILDISH,ADULT,0.034
CHILDISH,MATURE,0.034
CHILDISH,PLAY,0.034
CHILDISH,PRANK,0.034
CHILDISH,YOUNG,0.034
CHILDISH,CHILD,0.027
CHILDISH,FOOLISH,0.027
CHILDISH,FUN,0.02
CHILDISH,SILLY,0.02
CHILDISH,BRAT,0.014
CHILDISH,CHILDREN,0.014
CHILDISH,ME,0.014
CHILDISH,PLAYFUL,0.014
CHILDISH,TOY,0.014
CHILDREN,KIDS,0.229
CHILDREN,PLAY,0.121
CHILDREN,ADULTS,0.086
CHILDREN,PARENTS,0.064
CHILDREN,SMALL,0.057
CHILDREN,YOUNG,0.057
CHILDREN,INFANT,0.036
CHILDREN,FUN,0.029
CHILDREN,INNOCENT,0.021
CHILDREN,LOUD,0.021
CHILDREN,PAIN,0.021
CHILDREN,FRAGILE,0.014
CHILDREN,LAUGH,0.014
CHILDREN,LOVE,0.014
CHILDREN,MOTHER,0.014
CHILDREN,SCHOOL,0.014
CHILDREN,TOYS,0.014
CHILI,HOT,0.389
CHILI,BEANS,0.107
CHILI,SPICY,0.081
CHILI,FOOD,0.054
CHILI,PEPPER,0.054
CHILI,CRACKERS,0.04
CHILI,PEPPERS,0.027
CHILI,SOUP,0.027
CHILI,BOWL,0.02
CHILI,COLD,0.02
CHILI,WARM,0.02
CHILI,CHEESE,0.013
CHILI,CON CARNE,0.013
CHILI,GAS,0.013
CHILI,HOT DOGS,0.013
CHILI,RED,0.013
CHILI,YUMMY,0.013
CHILL,COLD,0.732
CHILL,FREEZE,0.051
CHILL,COOL,0.036
CHILL,ICE,0.029
CHILL,HOT,0.022
CHILL,WINTER,0.022
CHILL,FROST,0.014
CHILL,SNOW,0.014
CHILL,WIND,0.014
CHIME,BELL,0.36
CHIME,WIND,0.16
CHIME,CLOCK,0.093
CHIME,DOORBELL,0.073
CHIME,RING,0.067
CHIME,SOUND,0.047
CHIME,NOISE,0.033
CHIME,DING,0.013
CHIME,MUSIC,0.013
CHIMNEY,SMOKE,0.24
CHIMNEY,FIRE,0.13
CHIMNEY,SANTA,0.123
CHIMNEY,SWEEP,0.117
CHIMNEY,FIREPLACE,0.071
CHIMNEY,BRICK,0.052
CHIMNEY,SOOT,0.052
CHIMNEY,ROOF,0.032
CHIMNEY,HOUSE,0.026
CHIMNEY,DIRTY,0.019
CHIMNEY,ASHES,0.013
CHIMNEY,BLACK,0.013
CHIMNEY,CHRISTMAS,0.013
CHIMNEY,TOP,0.013
CHIMPANZEE,MONKEY,0.68
CHIMPANZEE,ANIMAL,0.061
CHIMPANZEE,APE,0.054
CHIMPANZEE,CUTE,0.02
CHIMPANZEE,GORILLA,0.02
CHIMPANZEE,PRIMATE,0.014
CHIMPANZEE,SWING,0.014
CHINA,DISH,0.162
CHINA,PLATE,0.142
