cue,target,strength
SENSE,REALITY,0.014
SENSE,STUPID,0.014
SENSITIVE,TOUCHY,0.101
SENSITIVE,CRY,0.095
SENSITIVE,SKIN,0.081
SENSITIVE,FEELING,0.074
SENSITIVE,CARING,0.068
SENSITIVE,EMOTIONAL,0.061
SENSITIVE,GIRL,0.034
SENSITIVE,SHY,0.034
SENSITIVE,EAR,0.027
SENSITIVE,KIND,0.027
SENSITIVE,EYES,0.02
SENSITIVE,SWEET,0.02
SENSITIVE,BURN,0.014
SENSITIVE,IRRITATE,0.014
SENSITIVE,NICE,0.014
SENSITIVE,QUIET,0.014
SENSITIVE,SINCERE,0.014
SENSITIVE,SOFT,0.014
SENSITIVE,SORE,0.014
SENSITIVE,TENDER,0.014
SENSITIVE,UNDERSTANDING,0.014
SENSITIVE,WEAK,0.014
SENSITIVE,WOMAN,0.014
SENTENCE,WORDS,0.197
SENTENCE,PARAGRAPH,0.099
SENTENCE,PERIOD,0.099
SENTENCE,STRUCTURE,0.077
SENTENCE,PRISON,0.056
SENTENCE,ENGLISH,0.035
SENTENCE,JAIL,0.035
SENTENCE,COMPOSE,0.028
SENTENCE,JUDGE,0.028
SENTENCE,DEATH,0.021
SENTENCE,PHRASE,0.021
SENTENCE,TALK,0.021
SENTENCE,FRAGMENT,0.014
SENTENCE,NOUN,0.014
SENTENCE,QUESTION,0.014
SENTENCE,RUN-ON,0.014
SENTENCE,SPELL,0.014
SENTENCE,TIME,0.014
SENTRY,GUARD,0.454
SENTRY,ARMY,0.031
SENTRY,SOLDIER,0.031
SENTRY,ALARM,0.021
SENTRY,GUN,0.021
SENTRY,MAN,0.021
SEPARATE,DIVIDE,0.382
SEPARATE,APART,0.16
SEPARATE,TOGETHER,0.09
SEPARATE,DIVORCE,0.056
SEPARATE,PART,0.042
SEPARATE,SPLIT,0.035
SEPARATE,REMOVE,0.021
SEPARATE,ALONE,0.014
SEPARATE,DEPART,0.014
SEPARATE,SORT,0.014
SERENE,CALM,0.213
SERENE,QUIET,0.207
SERENE,PEACEFUL,0.14
SERENE,PEACE,0.04
SERENE,TRANQUIL,0.027
SERENE,CLEAN,0.013
SERENE,PRETTY,0.013
SERENE,SCENERY,0.013
SERGEANT,ARMY,0.351
SERGEANT,MILITARY,0.101
SERGEANT,GENERAL,0.054
SERGEANT,LIEUTENANT,0.054
SERGEANT,DOCTOR,0.047
SERGEANT,POLICE,0.047
SERGEANT,MAJOR,0.041
SERGEANT,DRILL,0.034
SERGEANT,OFFICER,0.034
SERGEANT,AIR FORCE,0.014
SERGEANT,ARMS,0.014
SERGEANT,AUTHORITY,0.014
SERGEANT,COP,0.014
SERGEANT,FLEA COLLAR,0.014
SERGEANT,NAVY,0.014
SERGEANT,RANK,0.014
SERIAL,NUMBER,0.527
SERIAL,KILLER,0.108
SERIAL,SOAP,0.047
SERIAL,MURDER,0.034
SERIAL,CODE,0.027
SERIAL,TELEVISION,0.027
SERIAL,IDENTIFICATION,0.014
SERIAL,MANY,0.014
SERIES,BASEBALL,0.192
SERIES,WORLD,0.13
SERIES,TELEVISION,0.103
SERIES,NUMBERS,0.068
SERIES,BOOK,0.055
SERIES,CONTINUOUS,0.034
SERIES,MANY,0.034
SERIES,ORDER,0.027
SERIES,GAMES,0.021
SERIES,GROUP,0.021
SERIES,SET,0.021
SERIES,CONSECUTIVE,0.014
SERIES,FOOTBALL,0.014
SERIES,MOVIE,0.014
SERIES,ONE,0.014
SERIES,PROGRAM,0.014
SERIES,SHOW,0.014
SERIOUS,FUNNY,0.203
SERIOUS,JOKE,0.072
SERIOUS,SILLY,0.043
SERIOUS,STERN,0.043
SERIOUS,IMPORTANT,0.036
SERIOUS,FROWN,0.022
SERIOUS,HARD,0.022
SERIOUS,INTENSE,0.022
SERIOUS,LAUGH,0.022
SERIOUS,STUDENT,0.022
SERIOUS,CARELESS,0.014
SERIOUS,CONCERN,0.014
SERIOUS,FACE,0.014
SERIOUS,INTENT,0.014
SERIOUS,KID,0.014
SERIOUS,SINCERE,0.014
SERIOUS,SMART,0.014
SERIOUS,SOBER,0.014
SERIOUS,STRAIGHT,0.014
SERIOUS,STUPID,0.014
SERMON,CHURCH,0.272
SERMON,PREACHER,0.116
SERMON,LECTURE,0.109
SERMON,PREACH,0.088
SERMON,PRIEST,0.075
SERMON,SPEECH,0.061
SERMON,MASS,0.054
SERMON,MOUNT,0.034
SERMON,REVEREND,0.02
SERMON,BIBLE,0.014
SERMON,FISH,0.014
SERMON,PASTOR,0.014
SERPENT,SNAKE,0.568
SERPENT,EVIL,0.047
SERPENT,DRAGON,0.041
SERPENT,MONSTER,0.041
SERPENT,SEA,0.034
SERPENT,LOCH NESS,0.02
SERPENT,COBRA,0.014
SERPENT,DEVIL,0.014
SERVANT,MAID,0.386
SERVANT,SLAVE,0.109
SERVANT,BUTLER,0.098
SERVANT,MASTER,0.06
SERVANT,BLACK,0.038
SERVANT,RICH,0.038
SERVANT,HELP,0.033
SERVANT,POOR,0.022
SERVANT,WAITER,0.022
SERVANT,CLEAN,0.016
SERVANT,HOUSE,0.016
SERVANT,HELPER,0.011
SERVANT,MAN,0.011
SERVANT,MANSION,0.011
SERVANT,SERVICE,0.011
SERVER,WAITER,0.467
SERVER,WAITRESS,0.105
SERVER,RESTAURANT,0.086
SERVER,FOOD,0.039
SERVER,MAID,0.039
SERVER,TENNIS,0.026
SERVER,TRAY,0.02
SERVER,PLATE,0.013
SERVICE,STATION,0.262
SERVICE,HELP,0.186
SERVICE,GAS,0.062
SERVICE,FIX,0.041
SERVICE,CAR,0.034
SERVICE,CUSTOMER,0.034
SERVICE,SMILE,0.028
SERVICE,MAID,0.021
SERVICE,MILITARY,0.021
SERVICE,WORK,0.021
SERVICE,CHURCH,0.014
SERVICE,DUTY,0.014
SERVICE,TEMPLE,0.014
SESSION,CLASS,0.308
SESSION,SCHOOL,0.089
SESSION,MEETING,0.082
SESSION,TIME,0.082
SESSION,SUMMER,0.034
SESSION,PERIOD,0.027
SESSION,LONG,0.021
SESSION,CAMP,0.014
SESSION,COUNCIL,0.014
SESSION,COURSE,0.014
SESSION,GROUP,0.014
SESSION,THERAPY,0.014
SET,STAGE,0.114
SET,TELEVISION,0.107
SET,PLACE,0.071
SET,GROUP,0.057
SET,TABLE,0.05
SET,GO,0.021
SET,HAIR,0.021
SET,MOVIE,0.021
SET,PAIR,0.021
SET,POINT,0.021
SET,READY,0.021
SET,DETERMINE,0.014
SET,DISHES,0.014
SET,FIX,0.014
SET,LAY,0.014
SET,NUMBER,0.014
SET,ORGANIZE,0.014
SET,PLAY,0.014
SET,PREPARE,0.014
SET,SAT,0.014
SET,TENNIS,0.014
SET,TIME,0.014
SET,UP,0.014
SEVEN,EIGHT,0.291
SEVEN,NUMBER,0.203
SEVEN,ELEVEN,0.108
SEVEN,MOVIE,0.047
SEVEN,SIX,0.047
SEVEN,DWARVES,0.034
SEVEN,LUCKY,0.034
SEVEN,SINS,0.027
SEVEN,UP,0.027
SEVEN,SIGNS,0.02
SEVEN,DAYS,0.014
SEVEN,GOD,0.014
SEVERAL,MANY,0.591
SEVERAL,FEW,0.154
SEVERAL,LOTS,0.034
SEVERAL,PEOPLE,0.02
SEVERAL,SOME,0.02
SEVERAL,COUPLE,0.013
SEVERAL,HOURS,0.013
SEVERAL,MORE,0.013
SEVERAL,NUMEROUS,0.013
SEVERAL,THOUSAND,0.013
SEVERAL,TIMES,0.013
SEVERAL,TWO,0.013
SEVERE,BAD,0.115
SEVERE,STORM,0.108
SEVERE,HARSH,0.061
SEVERE,HEADACHE,0.054
SEVERE,PAIN,0.054
SEVERE,EXTREME,0.047
SEVERE,CUT,0.034
SEVERE,MINOR,0.034
SEVERE,SERIOUS,0.034
SEVERE,HARD,0.027
SEVERE,PUNISHMENT,0.027
SEVERE,ACCIDENT,0.02
SEVERE,BURN,0.02
SEVERE,COLD,0.02
SEVERE,MILD,0.02
SEVERE,CRUCIAL,0.014
SEVERE,HURT,0.014
SEVERE,STRICT,0.014
SEVERE,STRONG,0.014
SEVERE,TROUBLE,0.014
SEW,NEEDLE,0.156
SEW,THREAD,0.14
SEW,CLOTHES,0.112
SEW,MACHINE,0.084
SEW,BUTTON,0.05
SEW,KNIT,0.039
SEW,STITCH,0.039
SEW,CLOTH,0.028
SEW,MEND,0.028
SEW,TEAR,0.028
SEW,RIP,0.022
SEW,SHIRT,0.022
SEW,DRESS,0.017
SEW,FABRIC,0.011
SEW,HEM,0.011
SEW,HOLE,0.011
SEW,MOM,0.011
SEW,PANTS,0.011
SEW,PIN,0.011
SEW,SEAM,0.011
SEW,YARN,0.011
SEX,FEMALE,0.145
SEX,MALE,0.11
SEX,LOVE,0.103
SEX,FUN,0.062
SEX,GENDER,0.062
SEX,APPEAL,0.041
SEX,GOOD,0.034
SEX,INTERCOURSE,0.028
SEX,PLEASURE,0.021
SEX,GIRL,0.014
SEX,PASSION,0.014
SEX,PERSONAL,0.014
SEX,REPRODUCE,0.014
SEX,SAFE,0.014
SEX,WOMAN,0.014
SEXY,HOT,0.087
SEXY,LINGERIE,0.087
SEXY,GIRL,0.053
SEXY,MAN,0.053
SEXY,WOMAN,0.053
SEXY,LEGS,0.033
SEXY,SEX,0.033
SEXY,ATTRACTIVE,0.027
SEXY,BEAUTIFUL,0.027
SEXY,FINE,0.027
SEXY,PRETTY,0.027
SEXY,GIRLFRIEND,0.02
SEXY,LUST,0.02
SEXY,MEN,0.02
SEXY,GUY,0.013
SEXY,HANDSOME,0.013
SEXY,LACE,0.013
SEXY,ME,0.013
SEXY,MODELS,0.013
SEXY,SULTRY,0.013
SEXY,UGLY,0.013
SHACK,HOUSE,0.299
SHACK,HUT,0.129
SHACK,LOVE,0.061
SHACK,POOR,0.054
SHACK,RADIO,0.048
SHACK,BASKETBALL,0.027
SHACK,HOME,0.027
SHACK,SHED,0.027
SHACK,DIRTY,0.02
SHACK,OLD,0.02
SHACK,SMALL,0.02
SHACK,UP,0.02
SHACK,CABIN,0.014
SHACK,LEAN-TO,0.014
SHACK,MANSION,0.014
SHACK,SUGAR,0.014
SHACK,WOOD,0.014
SHADE,TREE,0.269
SHADE,COLOR,0.172
SHADE,DARK,0.131
SHADE,SUN,0.11
SHADE,COOL,0.097
SHADE,BLACK,0.028
SHADE,LAMP,0.028
SHADE,SHADOW,0.028
SHADE,GLASSES,0.021
SHADE,LIGHT,0.021
SHADE,WINDOW,0.021
SHADOW,DARK,0.353
SHADOW,BLACK,0.053
SHADOW,FOLLOW,0.047
SHADOW,SUN,0.047
SHADOW,EYE,0.04
SHADOW,BOX,0.033
SHADOW,SHADE,0.033
SHADOW,DOUBT,0.027
SHADOW,PERSON,0.027
SHADOW,COOL,0.02
SHADOW,GHOST,0.02
SHADOW,LIGHT,0.02
SHADOW,NIGHT,0.02
SHADOW,TREE,0.02
SHADOW,ALLEY,0.013
SHADOW,HIDE,0.013
SHADOW,MAN,0.013
SHADOW,SILHOUETTE,0.013
SHAG,DOG,0.226
SHAG,CARPET,0.199
SHAG,RUG,0.123
SHAG,DANCE,0.062
SHAG,HAIR,0.062
SHAG,CATCH,0.014
SHAG,FAG,0.014
SHAG,HAIRY,0.014
SHAG,MESSY,0.014
SHAG,RAG,0.014
SHAKE,RATTLE,0.142
SHAKE,MILK,0.135
SHAKE,CHOCOLATE,0.078
SHAKE,SHIVER,0.071
SHAKE,HANDS,0.057
SHAKE,BAKE,0.028
SHAKE,COLD,0.028
SHAKE,ROLL,0.028
SHAKE,STIR,0.028
SHAKE,VANILLA,0.028
SHAKE,DANCE,0.021
SHAKE,SCARE,0.021
SHAKE,DOWN,0.014
SHAKE,ICE CREAM,0.014
SHAKE,LIQUID,0.014
SHAKE,QUIVER,0.014
SHAKE,SONG,0.014
SHAKE,TREMBLE,0.014
SHAKE,WELL,0.014
SHAKE,WIGGLE,0.014
SHALLOW,DEEP,0.399
SHALLOW,WATER,0.164
SHALLOW,POOL,0.079
SHALLOW,LOW,0.064
SHALLOW,DEPTH,0.029
SHALLOW,CREEK,0.021
SHALLOW,EMPTY,0.021
SHALLOW,SHORT,0.021
SHALLOW,GRAVE,0.014
SHALLOW,STUPID,0.014
SHAME,GUILT,0.345
SHAME,BAD,0.096
SHAME,DISGRACE,0.091
SHAME,DOUBT,0.076
SHAME,EMBARRASS,0.066
SHAME,SORROW,0.02
SHAME,BLAME,0.015
SHAME,HIDE,0.015
SHAME,HUMILIATE,0.015
SHAME,PITY,0.015
SHAME,REGRET,0.015
SHAME,SORRY,0.015
SHAME,WRONG,0.015
SHAME,ABUSE,0.01
SHAME,HURT,0.01
SHAMPOO,CONDITIONER,0.403
SHAMPOO,HAIR,0.288
SHAMPOO,CLEAN,0.072
SHAMPOO,WASH,0.072
SHAMPOO,SOAP,0.036
SHAMPOO,PERT,0.022
SHAMPOO,SHOWER,0.022
SHAPE,MOLD,0.167
SHAPE,FIGURE,0.161
SHAPE,FORM,0.094
SHAPE,ROUND,0.083
SHAPE,SIZE,0.044
SHAPE,BODY,0.039
SHAPE,UP,0.033
SHAPE,CIRCLE,0.028
SHAPE,SQUARE,0.028
SHAPE,OBJECT,0.022
SHAPE,FAT,0.017
SHAPE,CARVE,0.011
SHAPE,CONTOUR,0.011
SHAPE,CURVE,0.011
SHAPE,EXERCISE,0.011
SHAPE,GOOD,0.011
SHAPE,IN,0.011
SHAPE,TRIANGLE,0.011
SHARE,GIVE,0.243
SHARE,FRIEND,0.074
SHARE,FOOD,0.034
SHARE,STOCK,0.034
SHARE,TAKE,0.034
SHARE,TOGETHER,0.034
SHARE,MONEY,0.027
SHARE,SELFISH,0.027
SHARE,TOYS,0.027
SHARE,GIVING,0.02
SHARE,HELP,0.02
SHARE,KIND,0.02
SHARE,LOVE,0.02
SHARE,ALIKE,0.014
SHARE,EXCHANGE,0.014
SHARE,GENEROUS,0.014
SHARE,NICE,0.014
SHARE,SPLIT,0.014
SHARE,STINGY,0.014
SHARE,WARE,0.014
SHARK,JAWS,0.155
SHARK,FISH,0.135
SHARK,BITE,0.115
SHARK,TOOTH,0.101
SHARK,ATTACK,0.068
SHARK,OCEAN,0.054
SHARK,KILL,0.034
SHARK,DANGER,0.027
SHARK,KILLER,0.027
SHARK,DEADLY,0.02
SHARK,FEAR,0.02
SHARK,BIG,0.014
SHARK,DEATH,0.014
SHARK,FIN,0.014
SHARK,MEAT,0.014
SHARK,PAIN,0.014
SHARK,SCARY,0.014
SHARK,WATER,0.014
SHARK,WHALE,0.014
SHARK,WHITE,0.014
SHARP,POINT,0.242
SHARP,DULL,0.158
SHARP,KNIFE,0.133
SHARP,CUT,0.061
SHARP,PAIN,0.048
SHARP,PIN,0.036
SHARP,NEEDLE,0.03
SHARP,RAZOR,0.03
SHARP,EDGE,0.024
SHARP,BLUNT,0.018
SHARP,HURT,0.018
SHARP,BLADE,0.012
SHARP,PENCIL,0.012
SHARP,PIERCE,0.012
SHARP,QUICK,0.012
SHARP,SMART,0.012
SHARP,SMOOTH,0.012
SHARP,SOFT,0.012
SHATTER,BREAK,0.419
SHATTER,GLASS,0.412
SHATTER,WINDOW,0.061
SHATTER,BROKEN,0.02
SHAVE,RAZOR,0.151
SHAVE,BEARD,0.123
SHAVE,LEGS,0.123
SHAVE,HAIR,0.103
SHAVE,FACE,0.089
SHAVE,CUT,0.075
SHAVE,CREAM,0.055
SHAVE,SMOOTH,0.048
SHAVE,STUBBLE,0.041
SHAVE,CLEAN,0.034
SHAVE,MAN,0.021
SHAVE,LATHER,0.014
SHE,HE,0.74
SHE,HER,0.123
SHE,FEMALE,0.039
SHE,GIRL,0.039
SHE,WOLF,0.013
SHEARS,SCISSORS,0.561
SHEARS,CUT,0.149
SHEARS,HAIR,0.047
SHEARS,CLIPPERS,0.027
SHEARS,GARDEN,0.027
SHEARS,CURTAINS,0.02
SHEARS,PANTYHOSE,0.02
SHEARS,STOCKING,0.014
SHED,DOG,0.086
SHED,TOOLS,0.086
SHED,HAIR,0.079
SHED,SKIN,0.079
SHED,STORAGE,0.053
SHED,CLOTHES,0.046
SHED,GARAGE,0.04
SHED,MOWER,0.033
SHED,SNAKE,0.033
SHED,LOSE,0.026
SHED,BACK YARD,0.02
SHED,BARN,0.02
SHED,CAT,0.02
SHED,MOLT,0.02
SHED,SHACK,0.02
SHED,BIKE,0.013
SHED,BUILDING,0.013
SHED,FUR,0.013
SHED,GROW,0.013
SHED,HOUSE,0.013
SHED,HUT,0.013
SHED,LOOSE,0.013
SHED,PEEL,0.013
SHED,TEAR,0.013
SHED,TEARS,0.013
SHED,YARD,0.013
SHEEP,WOOL,0.291
SHEEP,LAMB,0.162
SHEEP,HERD,0.108
SHEEP,ANIMAL,0.047
SHEEP,GOAT,0.047
SHEEP,DOG,0.034
SHEEP,EWE,0.02
SHEEP,BLACK,0.014
SHEEP,COTTON,0.014
SHEEP,COW,0.014
SHEEP,FARM,0.014
SHEEP,FIELD,0.014
SHEEP,SHEPHERD,0.014
SHEEP,SKIN,0.014
SHEEP,SMELL,0.014
SHEEP,SWEATER,0.014
SHEEP,WHITE,0.014
SHEET,PAPER,0.428
SHEET,BED,0.276
SHEET,BLANKET,0.034
SHEET,MUSIC,0.034
SHEET,WHITE,0.034
SHEET,PILLOW,0.028
SHEET,COVER,0.021
SHEET,COLD,0.014
SHEETS,BED,0.476
SHEETS,BLANKET,0.11
SHEETS,PAPER,0.076
SHEETS,PILLOW,0.069
SHEETS,COVER,0.048
SHEETS,CLEAN,0.028
SHEETS,LINEN,0.028
SHEETS,SEX,0.021
SHEETS,WHITE,0.021
SHEETS,SATIN,0.014
SHEETS,WET,0.014
SHEETS,WRINKLE,0.014
SHELF,BOOK,0.368
SHELF,CABINET,0.086
SHELF,WOOD,0.046
SHELF,CLOSET,0.033
SHELF,TABLE,0.033
SHELF,CUPBOARD,0.026
SHELF,DESK,0.026
SHELF,COUNTER,0.02
SHELF,FOOD,0.02
SHELF,STORAGE,0.02
SHELF,TOP,0.02
SHELF,AWARDS,0.013
SHELF,BOOKCASE,0.013
SHELF,DRAWER,0.013
SHELF,LIFE,0.013
SHELF,ME,0.013
SHELF,ROOM,0.013
SHELF,STUFF,0.013
SHELF,WALL,0.013
SHELL,BEACH,0.25
SHELL,SEA,0.232
SHELL,OCEAN,0.077
SHELL,GAS,0.056
SHELL,CLAM,0.028
SHELL,FISH,0.028
SHELL,SAND,0.028
SHELL,SNAIL,0.021
SHELL,CONCH,0.014
SHELL,HARD,0.014
SHELL,OYSTER,0.014
SHELL,PEANUT,0.014
SHELL,PINK,0.014
SHELL,SHOCK,0.014
SHELL,STATION,0.014
SHELL,TURTLE,0.014
SHELL,WATER,0.014
SHELTER,HOME,0.248
SHELTER,HOUSE,0.241
SHELTER,BOMB,0.09
SHELTER,COVER,0.055
SHELTER,HOMELESS,0.048
SHELTER,SAFE,0.034
SHELTER,RAIN,0.028
SHELTER,HAVEN,0.021
SHELTER,SAFETY,0.021
SHELTER,STORM,0.021
SHELTER,HIDDEN,0.014
SHELTER,HIDE,0.014
SHELTER,HOUSING,0.014
SHELTER,PROTECTION,0.014
SHELTER,ROOF,0.014
SHEPHERD,SHEEP,0.523
SHEPHERD,DOG,0.137
SHEPHERD,BOY,0.046
SHEPHERD,JESUS,0.046
SHEPHERD,GERMAN,0.026
SHEPHERD,PIE,0.026
SHEPHERD,CANE,0.02
SHEPHERD,CHRISTMAS,0.013
SHEPHERD,FARMER,0.013
SHEPHERD,FLOCK,0.013
SHEPHERD,GOD,0.013
SHEPHERD,HERD,0.013
SHEPHERD,HERDER,0.013
SHERIFF,POLICE,0.333
SHERIFF,COP,0.254
SHERIFF,DEPUTY,0.167
SHERIFF,LAW,0.036
SHERIFF,OFFICER,0.029
SHERIFF,JAIL,0.022
SHERIFF,MARSHALL,0.022
SHERIFF,BADGE,0.014
SHIELD,PROTECTION,0.243
SHIELD,ARMOR,0.223
SHIELD,SWORD,0.095
SHIELD,GUARD,0.041
SHIELD,COVER,0.027
SHIELD,WINDOW,0.027
SHIELD,KNIGHT,0.02
SHIELD,SOAP,0.02
SHIELD,BLOCK,0.014
SHIELD,DESERT,0.014
SHIELD,GLASS,0.014
SHIELD,MEDIEVAL,0.014
SHIELD,POLICE,0.014
SHIELD,SILVER,0.014
SHIELD,WIND,0.014
SHIFT,MOVE,0.324
SHIFT,GEAR,0.182
SHIFT,CHANGE,0.122
SHIFT,CAR,0.108
SHIFT,WORK,0.081
SHIFT,STICK,0.027
SHIFT,DRIVE,0.014
SHIFT,STANDARD,0.014
SHIFT,SWITCH,0.014
SHIFT,WEIGHT,0.014
SHINE,SUN,0.449
SHINE,BRIGHT,0.134
SHINE,DULL,0.079
SHINE,SHOE,0.079
SHINE,GLOW,0.063
SHINE,SPARKLE,0.039
SHINE,POLISH,0.024
SHINE,CLEAN,0.016
SHINE,MOON,0.016
SHINGLE,ROOF,0.611
SHINGLE,HOUSE,0.097
SHINGLE,CRYSTAL,0.014
SHINGLE,DISEASE,0.014
SHINGLE,MONEY,0.014
SHINGLE,TILE,0.014
SHINGLE,WALL,0.014
SHINGLE,WINDOW,0.014
SHINY,DULL,0.171
SHINY,NEW,0.105
SHINY,BRIGHT,0.059
SHINY,METAL,0.053
SHINY,SUN,0.053
SHINY,GLOSSY,0.046
SHINY,PENNY,0.046
SHINY,HAPPY,0.039
SHINY,CAR,0.033
SHINY,GOLD,0.033
SHINY,CLEAN,0.026
SHINY,GLOW,0.02
SHINY,POLISH,0.02
SHINY,COIN,0.013
SHINY,JEWELRY,0.013
SHINY,NICKEL,0.013
SHINY,RING,0.013
SHINY,SHIMMER,0.013
SHINY,SILVER,0.013
SHIP,BOAT,0.575
SHIP,SEA,0.071
SHIP,OCEAN,0.063
SHIP,SAIL,0.055
SHIP,SINK,0.031
SHIP,YARD,0.024
SHIP,AHOY,0.016
SHIP,CRUISE,0.016
SHIP,WATER,0.016
SHIRT,PANTS,0.269
SHIRT,BLOUSE,0.135
SHIRT,TIE,0.103
SHIRT,BUTTON,0.064
SHIRT,CLOTHES,0.058
SHIRT,TAIL,0.058
SHIRT,SLEEVE,0.038
SHIRT,COLLAR,0.032
SHIRT,WEAR,0.032
SHIRT,SKIRT,0.026
SHIRT,JACKET,0.019
SHIRT,SLACKS,0.019
SHIRT,TEE,0.019
SHIRT,TOP,0.019
SHIRT,BACK,0.013
SHIRT,SHORTS,0.013
SHIRT,SWEATER,0.013
SHIVER,COLD,0.669
SHIVER,SHAKE,0.142
SHIVER,CHILL,0.024
SHIVER,SWEAT,0.024
SHIVER,FREEZE,0.016
SHIVER,QUIVER,0.016
SHIVER,SPINE,0.016
SHIVER,TIMBERS,0.016
SHOCK,ELECTRIC,0.127
SHOCK,SCARE,0.092
SHOCK,TREATMENT,0.085
SHOCK,ELECTRICITY,0.077
SHOCK,PAIN,0.056
SHOCK,SURPRISE,0.056
SHOCK,HORROR,0.035
SHOCK,SCARED,0.028
SHOCK,THERAPY,0.028
SHOCK,TRAUMA,0.028
SHOCK,WAVE,0.028
SHOCK,STUNNED,0.021
SHOCK,ABSORBER,0.014
SHOCK,AMAZEMENT,0.014
SHOCK,DISBELIEF,0.014
SHOCK,EARTHQUAKE,0.014
SHOCK,LIGHTNING,0.014
SHOCK,MONKEY,0.014
SHOCK,VOLT,0.014
SHOE,FOOT,0.321
SHOE,SOCK,0.212
SHOE,LACE,0.083
SHOE,HORN,0.058
SHOE,BOOT,0.051
SHOE,FIT,0.051
SHOE,SNEAKER,0.045
SHOE,STRING,0.038
SHOE,SANDALS,0.032
SHOE,SIZE,0.019
SHOE,SALESMAN,0.013
SHOE,SOLE,0.013
SHOE,TIE,0.013
SHOE,TREE,0.013
SHOELACE,SHOE,0.413
SHOELACE,TIE,0.327
SHOELACE,STRING,0.081
SHOELACE,SNEAKER,0.027
SHOELACE,UNTIED,0.027
SHOELACE,WHITE,0.027
SHOELACE,TENNIS SHOE,0.014
SHOES,FEET,0.329
SHOES,SOCKS,0.307
SHOES,LACES,0.036
SHOES,SANDALS,0.029
SHOES,SNEAKERS,0.029
SHOES,NEW,0.021
SHOES,TENNIS,0.021
SHOES,FLATS,0.014
SHOES,LEATHER,0.014
SHOES,NIKE,0.014
SHOES,SMELL,0.014
SHOES,TWO,0.014
SHOOT,GUN,0.417
SHOOT,KILL,0.289
SHOOT,BANG,0.028
SHOOT,FIRE,0.022
SHOOT,AIM,0.017
SHOOT,DEAD,0.017
SHOOT,DOWN,0.017
SHOOT,SHOT,0.017
SHOOT,ANIMAL,0.011
SHOOT,BULLET,0.011
SHOOT,HURT,0.011
SHOOT,YELL,0.011
SHOOTING,GUN,0.396
SHOOTING,STAR,0.16
SHOOTING,BULLET,0.041
SHOOTING,GALLERY,0.041
SHOOTING,KILL,0.034
SHOOTING,SHOOT,0.027
SHOOTING,BIRD,0.02
SHOOTING,DEATH,0.02
SHOOTING,HUNT,0.02
SHOOTING,MURDER,0.02
SHOOTING,ARROW,0.014
SHOOTING,DEER,0.014
SHOOTING,FIRE,0.014
SHOOTING,RANGE,0.014
SHOOTING,RIFLE,0.014
SHOP,STORE,0.391
SHOP,BUY,0.142
SHOP,MALL,0.091
SHOP,MONEY,0.061
SHOP,CLOTHES,0.051
SHOP,WINDOW,0.025
SHOP,SPEND,0.015
SHOP,BOUTIQUE,0.01
SHOP,DRESS,0.01
SHOP,KEEPER,0.01
SHOP,LIFT,0.01
SHOP,SELL,0.01
SHOP,STOP,0.01
SHOP,WORK,0.01
SHOPPING,MALL,0.514
SHOPPING,MONEY,0.107
SHOPPING,BUY,0.071
SHOPPING,CLOTHES,0.064
SHOPPING,SPREE,0.05
SHOPPING,BAG,0.036
SHOPPING,CART,0.036
SHOPPING,PURCHASE,0.014
SHOPPING,SPEND,0.014
SHORE,BEACH,0.459
SHORE,SEA,0.216
SHORE,OCEAN,0.088
SHORE,WATER,0.061
SHORE,SAND,0.054
SHORE,LINE,0.027
SHORE,COAST,0.02
SHORE,OFF,0.014
SHORE,WAVES,0.014
SHORT,TALL,0.417
SHORT,LONG,0.222
SHORT,SMALL,0.125
SHORT,CIRCUIT,0.021
SHORT,FAT,0.021
SHORT,STORY,0.021
SHORT,PEOPLE,0.014
SHORT,SKIRT,0.014
SHORT,STOCKY,0.014
SHORTCAKE,STRAWBERRY,0.621
SHORTCAKE,DESSERT,0.069
SHORTCAKE,FOOD,0.069
SHORTCAKE,CAKE,0.034
SHORTCAKE,BREAD,0.028
SHORTCAKE,PIE,0.021
SHORTCAKE,SWEET,0.021
SHORTCAKE,CHEESECAKE,0.014
SHORTCAKE,GOOD,0.014
SHORTS,PANTS,0.272
SHORTS,SHIRT,0.252
SHORTS,SUMMER,0.088
SHORTS,LEGS,0.048
SHORTS,SKIRT,0.041
SHORTS,CLOTHES,0.034
SHORTS,COOL,0.027
SHORTS,BERMUDA,0.02
SHORTS,SUN,0.02
SHORTS,WARM,0.02
SHORTS,BOXER,0.014
SHORTS,HEAT,0.014
SHORTS,HOT,0.014
SHORTS,JEANS,0.014
SHORTS,LONG,0.014
SHORTS,TOP,0.014
SHOT,GUN,0.31
SHOT,KILL,0.145
SHOT,DEAD,0.103
SHOT,BULLET,0.041
SHOT,BANG,0.034
SHOT,PAIN,0.034
SHOT,BLOOD,0.028
SHOT,HIT,0.028
SHOT,WOUNDED,0.028
SHOT,HURT,0.021
SHOT,BUCK,0.014
SHOT,GLASS,0.014
SHOT,NEEDLE,0.014
SHOULDER,ARM,0.335
SHOULDER,PAD,0.081
SHOULDER,BLADE,0.061
SHOULDER,LEAN,0.056
SHOULDER,ROAD,0.056
SHOULDER,CRY,0.03
SHOULDER,NECK,0.03
SHOULDER,BODY,0.025
SHOULDER,HEAD,0.025
SHOULDER,SUPPORT,0.025
SHOULDER,BONE,0.02
