cue,target,strength
SCHOOL,LEARN,0.066
SCHOOL,STUDY,0.061
SCHOOL,STUDENT,0.041
SCHOOL,HOMEWORK,0.036
SCHOOL,TEACHER,0.036
SCHOOL,CLASS,0.031
SCHOOL,EDUCATION,0.031
SCHOOL,USF,0.031
SCHOOL,HARD,0.026
SCHOOL,BORING,0.015
SCHOOL,CHILD,0.015
SCHOOL,HOUSE,0.015
SCHOOL,DAY,0.01
SCHOOL,ELEMENTARY,0.01
SCHOOL,FRIEND,0.01
SCHOOL,GRADE,0.01
SCHOOL,TIME,0.01
SCHOOL,YARD,0.01
SCIENCE,BIOLOGY,0.214
SCIENCE,FICTION,0.071
SCIENCE,ART,0.048
SCIENCE,MATH,0.048
SCIENCE,CHEMISTRY,0.04
SCIENCE,EXPERIMENT,0.04
SCIENCE,PSYCHOLOGY,0.04
SCIENCE,KNOWLEDGE,0.032
SCIENCE,STUDY,0.032
SCIENCE,TECHNOLOGY,0.032
SCIENCE,DISCIPLINE,0.024
SCIENCE,DISCOVERY,0.024
SCIENCE,LAB,0.024
SCIENCE,ASTRONOMY,0.016
SCIENCE,FAIR,0.016
SCIENCE,HARD,0.016
SCIENCE,METHOD,0.016
SCIENCE,SCIENTIST,0.016
SCIENTIFIC,EXPERIMENT,0.141
SCIENTIFIC,METHOD,0.114
SCIENTIFIC,RESEARCH,0.06
SCIENTIFIC,CALCULATOR,0.054
SCIENTIFIC,CHEMISTRY,0.034
SCIENTIFIC,LAB,0.034
SCIENTIFIC,NOTATION,0.034
SCIENTIFIC,BORING,0.027
SCIENTIFIC,SCIENCE,0.027
SCIENTIFIC,SMART,0.027
SCIENTIFIC,THEORY,0.027
SCIENTIFIC,MATH,0.02
SCIENTIFIC,PSYCHOLOGY,0.02
SCIENTIFIC,SCIENTIST,0.02
SCIENTIFIC,TECHNOLOGY,0.02
SCIENTIFIC,ANALYZE,0.013
SCIENTIFIC,BIOLOGY,0.013
SCIENTIFIC,CALCULATED,0.013
SCIENTIFIC,DATA,0.013
SCIENTIFIC,FACT,0.013
SCIENTIFIC,HARD,0.013
SCIENTIFIC,INTENSE,0.013
SCIENTIFIC,PHYSICS,0.013
SCIENTIFIC,PROFESSOR,0.013
SCIENTIFIC,REASONING,0.013
SCIENTIST,DOCTOR,0.158
SCIENTIST,EXPERIMENT,0.108
SCIENTIST,LAB,0.108
SCIENTIST,CHEMISTRY,0.079
SCIENTIST,MAD,0.058
SCIENTIST,SMART,0.05
SCIENTIST,BIOLOGY,0.036
SCIENTIST,SCIENCE,0.029
SCIENTIST,STUDY,0.029
SCIENTIST,BRAIN,0.022
SCIENTIST,GLASSES,0.022
SCIENTIST,RESEARCH,0.022
SCIENTIST,ROCKET,0.022
SCIENTIST,INTELLIGENT,0.014
SCIENTIST,NURSE,0.014
SCIENTIST,PROFESSOR,0.014
SCIENTIST,WEIRD,0.014
SCISSORS,CUT,0.879
SCISSORS,KNIFE,0.024
SCISSORS,SHARP,0.024
SCISSORS,PAPER,0.012
SCOLD,YELL,0.32
SCOLD,PUNISH,0.19
SCOLD,REPRIMAND,0.122
SCOLD,CHASTISE,0.027
SCOLD,ANGER,0.02
SCOLD,HOLLER,0.02
SCOLD,MAD,0.02
SCOLD,TROUBLE,0.02
SCOLD,BAD,0.014
SCOLD,FUSS,0.014
SCOLD,POINT,0.014
SCOLD,SCORN,0.014
SCOLD,SCREAM,0.014
SCOOP,ICE CREAM,0.412
SCOOP,SHOVEL,0.108
SCOOP,SPOON,0.061
SCOOP,POOP,0.041
SCOOP,UP,0.041
SCOOP,DIG,0.034
SCOOP,ICE,0.034
SCOOP,LITTER,0.027
SCOOP,GOSSIP,0.02
SCOOP,LIFT,0.02
SCOOP,PICK,0.02
SCOOP,DIRT,0.014
SCOOP,DROP,0.014
SCORE,TEST,0.159
SCORE,POINT,0.123
SCORE,WIN,0.116
SCORE,GAME,0.101
SCORE,GRADE,0.065
SCORE,BOARD,0.051
SCORE,TOUCHDOWN,0.036
SCORE,GOAL,0.029
SCORE,HIGH,0.022
SCORE,KEEPER,0.022
SCORE,PERCENT,0.022
SCORE,SPORT,0.022
SCORE,BIG,0.014
SCORE,CARD,0.014
SCORE,KEEP,0.014
SCORE,LOW,0.014
SCORE,MARK,0.014
SCORE,SEX,0.014
SCOTCH,TAPE,0.331
SCOTCH,WHISKEY,0.135
SCOTCH,DRINK,0.088
SCOTCH,ALCOHOL,0.074
SCOTCH,LIQUOR,0.054
SCOTCH,BOURBON,0.027
SCOTCH,BRANDY,0.027
SCOTCH,WATER,0.027
SCOTCH,BOOZE,0.02
SCOTCH,GIN,0.02
SCOTCH,GUARD,0.02
SCOTCH,RUM,0.02
SCOTCH,WINE,0.02
SCOTCH,VODKA,0.014
SCOUT,BOY,0.568
SCOUT,GIRL,0.135
SCOUT,CUB,0.047
SCOUT,LOOK,0.034
SCOUT,COOKIE,0.027
SCOUT,FOREST,0.014
SCOUT,GOOD,0.014
SCOUT,HONOR,0.014
SCOUT,INDIAN,0.014
SCOUT,UNIFORM,0.014
SCRAMBLE,EGGS,0.372
SCRAMBLE,MIX,0.23
SCRAMBLE,RUN,0.068
SCRAMBLE,MESS,0.041
SCRAMBLE,GAME,0.027
SCRAMBLE,CHANGE,0.014
SCRAMBLE,FIND,0.014
SCRAMBLE,JUMBLE,0.014
SCRAMBLE,MOVE,0.014
SCRAMBLE,REARRANGE,0.014
SCRAMBLE,SCATTER,0.014
SCRAMBLED,EGGS,0.66
SCRAMBLED,MIXED,0.092
SCRAMBLED,LETTERS,0.033
SCRAMBLED,CONFUSED,0.02
SCRAMBLED,GAME,0.02
SCRAMBLED,MESS,0.02
SCRAMBLED,PUZZLE,0.02
SCRAMBLED,WORDS,0.02
SCRAMBLED,JUMBLE,0.013
SCRAP,PAPER,0.12
SCRAP,PIECE,0.12
SCRAP,JUNK,0.102
SCRAP,METAL,0.093
SCRAP,WASTE,0.065
SCRAP,BIT,0.046
SCRAP,FIGHT,0.037
SCRAP,TRASH,0.037
SCRAP,BOOK,0.028
SCRAP,FOOD,0.028
SCRAP,LEFTOVERS,0.028
SCRAP,CLEAN,0.019
SCRAP,CRUMB,0.019
SCRAP,MEAT,0.019
SCRAP,MENTAL,0.019
SCRAP,RAG,0.019
SCRAP,RUB,0.019
SCRAP,SCRATCH,0.019
SCRAP,THROW AWAY,0.019
SCRAP,WOOD,0.019
SCRATCH,ITCH,0.359
SCRATCH,SNIFF,0.186
SCRATCH,CUT,0.048
SCRATCH,CAT,0.041
SCRATCH,DENT,0.034
SCRATCH,HURT,0.034
SCRATCH,SCRAPE,0.034
SCRATCH,PAIN,0.021
SCRATCH,BITE,0.014
SCRATCH,BLOOD,0.014
SCRATCH,CLAW,0.014
SCRATCH,PAPER,0.014
SCRATCH,WOUND,0.014
SCREAM,YELL,0.567
SCREAM,LOUD,0.055
SCREAM,SHOUT,0.055
SCREAM,FRIGHT,0.039
SCREAM,HOLLER,0.031
SCREAM,HORROR,0.031
SCREAM,PAIN,0.031
SCREAM,SCARE,0.031
SCREAM,FEAR,0.024
SCREAM,HELP,0.024
SCREAM,CRY,0.016
SCREAM,SHRIEK,0.016
SCREEN,MOVIE,0.268
SCREEN,TELEVISION,0.154
SCREEN,TEST,0.067
SCREEN,DOOR,0.047
SCREEN,BUG,0.034
SCREEN,PLAY,0.034
SCREEN,WINDOW,0.027
SCREEN,THEATER,0.02
SCREEN,BLOCK,0.013
SCREEN,HIDE,0.013
SCREEN,MOSQUITO,0.013
SCREEN,PATIO,0.013
SCREEN,SEE,0.013
SCREEN,SILK,0.013
SCREEN,SILVER,0.013
SCREEN,SUN,0.013
SCREW,DRIVER,0.302
SCREW,BALL,0.112
SCREW,NAIL,0.101
SCREW,BOLT,0.061
SCREW,SEX,0.061
SCREW,NUTS,0.056
SCREW,LOOSE,0.045
SCREW,HAMMER,0.028
SCREW,YOU,0.028
SCREW,WOOD,0.022
SCREW,UP,0.017
SCREW,ROUND,0.011
SCREW,TOOL,0.011
SCREW,TURN,0.011
SCREWDRIVER,DRINK,0.196
SCREWDRIVER,SCREW,0.175
SCREWDRIVER,TOOL,0.161
SCREWDRIVER,HAMMER,0.084
SCREWDRIVER,NAIL,0.056
SCREWDRIVER,VODKA,0.056
SCREWDRIVER,WRENCH,0.049
SCREWDRIVER,FIX,0.035
SCREWDRIVER,PHILLIPS,0.035
SCREWDRIVER,ORANGE JUICE,0.021
SCREWDRIVER,TURN,0.021
SCREWDRIVER,WORK,0.014
SCRIBBLE,WRITE,0.296
SCRIBBLE,SCRABBLE,0.105
SCRIBBLE,DOODLE,0.086
SCRIBBLE,SCRATCH,0.086
SCRIBBLE,DRAW,0.072
SCRIBBLE,MESSY,0.053
SCRIBBLE,PENCIL,0.039
SCRIBBLE,JOT,0.026
SCRIBBLE,CHILD,0.02
SCRIBBLE,LINES,0.02
SCRIBBLE,PEN,0.02
SCRIBBLE,COLOR,0.013
SCRIBBLE,CRAYONS,0.013
SCRIBBLE,GAME,0.013
SCRIBBLE,HANDWRITING,0.013
SCRIBBLE,WORDS,0.013
SCROLL,PAPER,0.185
SCROLL,WRITE,0.144
SCROLL,OLD,0.062
SCROLL,BIBLE,0.041
SCROLL,DOCUMENT,0.027
SCROLL,READ,0.027
SCROLL,LETTER,0.021
SCROLL,PEN,0.021
SCROLL,ROLL,0.021
SCROLL,SCAN,0.021
SCROLL,TEMPLE,0.021
SCROLL,TORAH,0.021
SCROLL,DEAD SEA,0.014
SCROLL,LIST,0.014
SCROLL,SCRIPT,0.014
SCROLL,SPELL,0.014
SCRUB,CLEAN,0.318
SCRUB,WASH,0.095
SCRUB,FLOOR,0.074
SCRUB,BATHTUB,0.061
SCRUB,BRUSH,0.054
SCRUB,DISHES,0.041
SCRUB,RUB,0.034
SCRUB,SCOUR,0.027
SCRUB,HARD,0.02
SCRUB,SCRAPE,0.02
SCRUB,SPONGE,0.02
SCRUB,BATH,0.014
SCRUB,BATHROOM,0.014
SCRUB,BODY,0.014
SCRUB,FACE,0.014
SCRUB,HANDS,0.014
SCRUB,SCRATCH,0.014
SCRUB,SOAP,0.014
SCRUB,TOILET,0.014
SCUBA,DIVE,0.51
SCUBA,GEAR,0.156
SCUBA,WATER,0.15
SCUBA,DIVER,0.041
SCUBA,SNORKEL,0.027
SCUBA,OCEAN,0.02
SCUBA,UNDERWATER,0.02
SCUBA,FISH,0.014
SCUBA,SEA,0.014
SCUBA,SWIM,0.014
SCUBA,TANK,0.014
SCULPTURE,ART,0.31
SCULPTURE,PAINTING,0.083
SCULPTURE,STATUE,0.062
SCULPTURE,CLAY,0.041
SCULPTURE,ARTIST,0.028
SCULPTURE,CREATE,0.028
SCULPTURE,MARBLE,0.028
SCULPTURE,MOLD,0.028
SCULPTURE,STONE,0.028
SCULPTURE,ARTISTIC,0.021
SCULPTURE,CARVE,0.021
SCULPTURE,VENUS,0.021
SCULPTURE,BODY,0.014
SCULPTURE,BUST,0.014
SCULPTURE,DAVID,0.014
SCULPTURE,DRAW,0.014
SCULPTURE,DRAWING,0.014
SCULPTURE,FIGURE,0.014
SCULPTURE,MAKE,0.014
SCULPTURE,MODEL,0.014
SCUM,DIRT,0.176
SCUM,BAG,0.074
SCUM,POND,0.074
SCUM,SLIME,0.047
SCUM,BUCKET,0.041
SCUM,BAD,0.034
SCUM,BATHTUB,0.034
SCUM,GREEN,0.034
SCUM,GROSS,0.027
SCUM,JERK,0.027
SCUM,MOLD,0.027
SCUM,SOAP,0.027
SCUM,BATHROOM,0.02
SCUM,BUM,0.02
SCUM,PEOPLE,0.02
SCUM,ALGAE,0.014
SCUM,DISGUSTING,0.014
SCUM,FUNGUS,0.014
SCUM,MEN,0.014
SCUM,PERSON,0.014
SCUM,SLEAZE,0.014
SCUM,SUCKER,0.014
SCUM,YUCK,0.014
SEA,OCEAN,0.456
SEA,WATER,0.117
SEA,WAVES,0.044
SEA,BEACH,0.033
SEA,BLUE,0.033
SEA,FISH,0.033
SEA,GREEN,0.022
SEA,RIVER,0.017
SEA,SEAGULL,0.017
SEA,BOAT,0.011
SEA,GULF,0.011
SEA,HAND,0.011
SEA,SALT,0.011
SEA,SAW,0.011
SEA,SKY,0.011
SEAFOOD,FISH,0.252
SEAFOOD,SHRIMP,0.245
SEAFOOD,LOBSTER,0.143
SEAFOOD,CRAB,0.082
SEAFOOD,RESTAURANT,0.027
SEAFOOD,FOOD,0.02
SEAFOOD,CAT,0.014
SEAFOOD,CLAM,0.014
SEAFOOD,DELICIOUS,0.014
SEAFOOD,EAT,0.014
SEAFOOD,OYSTER,0.014
SEAFOOD,PASTA,0.014
SEAFOOD,SMELL,0.014
SEAFOOD,YUCK,0.014
SEAGULL,BIRD,0.48
SEAGULL,BEACH,0.209
SEAGULL,OCEAN,0.041
SEAGULL,SHIT,0.02
SEAGULL,FISH,0.014
SEAGULL,FLY,0.014
SEAGULL,PEST,0.014
SEAGULL,SEA,0.014
SEAGULL,WATER,0.014
SEAGULL,WHITE,0.014
SEAL,ANIMAL,0.133
SEAL,ENVELOPE,0.084
SEAL,CLOSE,0.077
SEAL,STAMP,0.063
SEAL,WATER,0.056
SEAL,BALL,0.042
SEAL,OTTER,0.042
SEAL,OPEN,0.035
SEAL,WALRUS,0.028
SEAL,APPROVAL,0.021
SEAL,DOLPHIN,0.021
SEAL,LICK,0.021
SEAL,MAMMAL,0.021
SEAL,WHITE,0.021
SEAL,BARK,0.014
SEAL,FUR,0.014
SEAL,ICE,0.014
SEAL,LETTER,0.014
SEAL,NAVY,0.014
SEAL,OCEAN,0.014
SEAL,PENGUIN,0.014
SEAL,SLIPPERY,0.014
SEAL,SNOW,0.014
SEAL,WET,0.014
SEAL,WHISKERS,0.014
SEAM,SEW,0.186
SEAM,STITCH,0.15
SEAM,DRESS,0.107
SEAM,PANTS,0.107
SEAM,HEM,0.079
SEAM,CLOTHES,0.043
SEAM,RIP,0.036
SEAM,THREAD,0.036
SEAM,MEND,0.021
SEAM,ZIPPER,0.021
SEAM,BUTTON,0.014
SEAM,CREASE,0.014
SEAM,LINE,0.014
SEARCH,FIND,0.491
SEARCH,LOOK,0.285
SEARCH,SEEK,0.042
SEARCH,LIGHT,0.024
SEARCH,FOLLOW,0.018
SEARCH,TOMORROW,0.018
SEARCH,JOURNEY,0.012
SEARCH,LOSE,0.012
SEARCH,LOST,0.012
SEASHORE,SHELL,0.222
SEASHORE,BEACH,0.215
SEASHORE,SAND,0.139
SEASHORE,OCEAN,0.083
SEASHORE,WATER,0.042
SEASHORE,SEA,0.028
SEASHORE,SUNSET,0.028
SEASHORE,WAVES,0.028
SEASHORE,SURF,0.021
SEASHORE,ISLAND,0.014
SEASHORE,PEACE,0.014
SEASHORE,SEAGULL,0.014
SEASON,SUMMER,0.211
SEASON,FALL,0.191
SEASON,WINTER,0.171
SEASON,SPRING,0.086
SEASON,CHANGE,0.059
SEASON,AUTUMN,0.033
SEASON,CHRISTMAS,0.026
SEASON,FOUR,0.026
SEASON,TIME,0.026
SEASON,BASEBALL,0.02
SEASON,GREETING,0.013
SEASON,SALT,0.013
SEASON,TICKETS,0.013
SEASON,WEATHER,0.013
SEASONING,SALT,0.297
SEASONING,SPICE,0.196
SEASONING,FOOD,0.128
SEASONING,PEPPER,0.101
SEASONING,FLAVOR,0.074
SEASONING,TASTE,0.047
SEASONING,GARLIC,0.027
SEASONING,SALAD,0.02
SEASONING,CHICKEN,0.014
SEASONING,HOT,0.014
SEAT,CHAIR,0.543
SEAT,SIT,0.129
SEAT,CAR,0.093
SEAT,CUSHION,0.064
SEAT,BUTT,0.036
SEAT,TOILET,0.021
SEAT,BELT,0.014
SEAT,REST,0.014
SEAT,TABLE,0.014
SEAT,TIRED,0.014
SEATBELT,CAR,0.342
SEATBELT,SAFETY,0.26
SEATBELT,SAFE,0.075
SEATBELT,PROTECTION,0.062
SEATBELT,LAW,0.034
SEATBELT,LIFE,0.021
SEATBELT,CLICK,0.014
SEATBELT,HARNESS,0.014
SEATBELT,PAIN,0.014
SEATBELT,RESTRAIN,0.014
SEATBELT,SAVE,0.014
SECLUDED,ALONE,0.318
SECLUDED,ISOLATED,0.079
SECLUDED,PRIVATE,0.079
SECLUDED,HIDDEN,0.066
SECLUDED,AWAY,0.06
SECLUDED,QUIET,0.033
SECLUDED,SECRET,0.026
SECLUDED,WOODS,0.026
SECLUDED,CABIN,0.02
SECLUDED,BEACH,0.013
SECLUDED,EMPTY,0.013
SECLUDED,HERMIT,0.013
SECLUDED,LONELY,0.013
SECLUDED,OPEN,0.013
SECLUDED,RELAXATION,0.013
SECLUDED,SEPARATE,0.013
SECOND,FIRST,0.514
SECOND,MINUTE,0.152
SECOND,THIRD,0.08
SECOND,TIME,0.058
SECOND,HAND,0.029
SECOND,NEXT,0.029
SECOND,BEST,0.014
SECOND,LAST,0.014
SECOND,MIDDLE,0.014
SECOND,TWO,0.014
SECRET,QUIET,0.114
SECRET,PRIVATE,0.071
SECRET,DEODORANT,0.064
SECRET,HIDDEN,0.05
SECRET,LIE,0.05
SECRET,TELL,0.05
SECRET,WHISPER,0.05
SECRET,ADMIRER,0.036
SECRET,KEEP,0.036
SECRET,CONFIDENTIAL,0.029
SECRET,GOSSIP,0.029
SECRET,CODE,0.021
SECRET,SERVICE,0.021
SECRET,FRIEND,0.014
SECRET,IMPORTANT,0.014
SECRET,LOVER,0.014
SECRET,PERSONAL,0.014
SECRET,PLACE,0.014
SECRET,PLAN,0.014
SECRET,SHARE,0.014
SECRET,SHHH,0.014
SECRET,TALE,0.014
SECRET,TRUST,0.014
SECRET,UNKNOWN,0.014
SECRETARY,BOSS,0.156
SECRETARY,TYPE,0.116
SECRETARY,OFFICE,0.075
SECRETARY,TYPEWRITER,0.048
SECRETARY,WOMAN,0.048
SECRETARY,ASSISTANT,0.041
SECRETARY,DESK,0.041
SECRETARY,PAPER,0.034
SECRETARY,TYPIST,0.034
SECRETARY,CLERK,0.027
SECRETARY,HELPER,0.027
SECRETARY,NOTES,0.027
SECRETARY,LADY,0.02
SECRETARY,WORK,0.02
SECRETARY,WRITE,0.02
SECRETARY,COFFEE,0.014
SECRETARY,EMPLOYEE,0.014
SECRETARY,EXECUTIVE,0.014
SECRETARY,GIRL,0.014
SECRETARY,JOB,0.014
SECRETARY,WORKER,0.014
SECRETIVE,QUIET,0.15
SECRETIVE,PRIVATE,0.075
SECRETIVE,SNEAKY,0.068
SECRETIVE,SECRET,0.061
SECRETIVE,HUSH,0.034
SECRETIVE,WHISPER,0.034
SECRETIVE,CONFIDENTIAL,0.027
SECRETIVE,GOSSIP,0.027
SECRETIVE,HIDE,0.027
SECRETIVE,OPEN,0.027
SECRETIVE,SILENT,0.027
SECRETIVE,SPY,0.027
SECRETIVE,DECEPTION,0.02
SECRETIVE,HIDDEN,0.02
SECRETIVE,LIE,0.02
SECRETIVE,MYSTERIOUS,0.02
SECRETIVE,CLOSED,0.014
SECRETIVE,DETECTIVE,0.014
SECRETIVE,DISCRETE,0.014
SECRETIVE,ELUSIVE,0.014
SECRETIVE,FURTIVE,0.014
SECRETIVE,INCOGNITO,0.014
SECRETIVE,PLAN,0.014
SECRETIVE,SLY,0.014
SECRETIVE,SNOB,0.014
SECRETIVE,TALKATIVE,0.014
SECTION,PART,0.322
SECTION,PIECE,0.082
SECTION,CLASS,0.055
SECTION,DIVIDE,0.041
SECTION,GROUP,0.041
SECTION,AREA,0.034
SECTION,PORTION,0.034
SECTION,BOOK,0.027
SECTION,EIGHT,0.021
SECTION,UNIT,0.021
SECTION,ARMY,0.014
SECTION,GRAPEFRUIT,0.014
SECTION,ONE,0.014
SECURE,SAFE,0.235
SECURE,LOCK,0.098
SECURE,PROTECT,0.061
SECURE,HOLD,0.053
SECURE,TIGHT,0.045
SECURE,ALARM,0.03
SECURE,HOME,0.03
SECURE,HOUSE,0.03
SECURE,FASTEN,0.023
SECURE,BANK,0.015
SECURE,CLOSE,0.015
SECURE,COMFORTABLE,0.015
SECURE,FAMILY,0.015
SECURE,INSECURE,0.015
SECURE,KEEP,0.015
SECURE,POLICE,0.015
SECURE,STABLE,0.015
SECURE,SURE,0.015
SECURE,TIE,0.015
SECURITY,SAFE,0.192
SECURITY,GUARD,0.171
SECURITY,POLICE,0.144
SECURITY,BLANKET,0.068
SECURITY,ALARM,0.027
SECURITY,COP,0.021
SECURITY,LOCK,0.021
SECURITY,SYSTEM,0.021
SECURITY,TIGHT,0.021
SECURITY,COUNCIL,0.014
SECURITY,FORCE,0.014
SECURITY,INSECURITY,0.014
SECURITY,SOCIAL,0.014
SEDATIVE,SLEEP,0.304
SEDATIVE,DRUG,0.182
SEDATIVE,RELAX,0.115
SEDATIVE,PILL,0.088
SEDATIVE,CALM,0.041
SEDATIVE,TIRED,0.027
SEDATIVE,DROWSY,0.02
SEDATIVE,NARCOTIC,0.014
SEDATIVE,REST,0.014
SEDATIVE,VALIUM,0.014
SEE,EYE,0.25
SEE,LOOK,0.239
SEE,HEAR,0.089
SEE,SAW,0.072
SEE,BLIND,0.056
SEE,VIEW,0.044
SEE,VISION,0.044
SEE,GLASSES,0.022
SEE,DOG,0.017
SEE,LIGHT,0.017
SEE,SIGHT,0.017
SEE,OBSERVE,0.011
SEE,PERCEIVE,0.011
SEE,SPOT,0.011
SEED,PLANT,0.436
SEED,FLOWER,0.112
SEED,GROW,0.112
SEED,GRASS,0.034
SEED,SOW,0.034
SEED,TREE,0.034
SEED,BIRD,0.022
SEED,WEED,0.022
SEED,APPLE,0.017
SEED,FARM,0.017
SEED,SPROUT,0.017
SEED,FRUIT,0.011
SEED,POT,0.011
SEEK,FIND,0.535
SEEK,LOOK,0.242
SEEK,HIDE,0.101
SEEK,SEARCH,0.03
SEEK,DESTROY,0.02
SEEM,APPEAR,0.244
SEEM,LIKE,0.106
SEEM,BE,0.056
SEEM,IS,0.05
SEEM,MAYBE,0.022
SEEM,ALMOST,0.017
SEEM,LOOK,0.017
SEEM,TO BE,0.017
SEEM,APPEARANCE,0.011
SEEM,BECOME,0.011
SEEM,BELIEVE,0.011
SEEM,LIKELY,0.011
SEEM,PRETEND,0.011
SEEM,SAW,0.011
SEEM,TO,0.011
SEIZE,TAKE,0.327
SEIZE,CAPTURE,0.109
SEIZE,GRAB,0.095
SEIZE,HOLD,0.041
SEIZE,STOP,0.034
SEIZE,CONTROL,0.027
SEIZE,DAY,0.027
SEIZE,GRASP,0.02
SEIZE,THE DAY,0.02
SEIZE,ATTACK,0.014
SEIZE,CATCH,0.014
SEIZE,COPS,0.014
SEIZE,DRUGS,0.014
SEIZE,FIRE,0.014
SEIZE,SHIP,0.014
SEIZE,SIZE,0.014
SEIZE,SURRENDER,0.014
SELDOM,NEVER,0.253
SELDOM,OFTEN,0.227
SELDOM,RARE,0.11
SELDOM,FEW,0.071
SELDOM,ALWAYS,0.039
SELDOM,INFREQUENT,0.039
SELDOM,HARDLY,0.032
SELDOM,SEEN,0.026
SELDOM,OCCASIONALLY,0.019
SELDOM,USE,0.019
SELDOM,ALONE,0.013
SELDOM,DONE,0.013
SELDOM,LESS,0.013
SELDOM,NOT OFTEN,0.013
SELDOM,RANDOM,0.013
SELDOM,SCARCE,0.013
SELECT,CHOOSE,0.496
SELECT,PICK,0.189
SELECT,CHOICE,0.076
SELECT,FEW,0.038
SELECT,BEST,0.015
SELECT,CHOSEN,0.015
SELECTION,CHOICE,0.3
SELECTION,PICK,0.233
SELECTION,CHOOSE,0.113
SELECTION,COMMITTEE,0.047
SELECTION,BROAD,0.027
SELECTION,VARIETY,0.027
SELECTION,PROCESS,0.02
SELECTION,GOOD,0.013
SELECTION,GROUP,0.013
SELECTION,LIST,0.013
SELECTION,OPTION,0.013
SELECTION,SECTION,0.013
SELF,ME,0.479
SELF,PERSON,0.049
SELF,EGO,0.042
SELF,ESTEEM,0.028
SELF,I,0.028
SELF,OTHER,0.028
SELF,CONTROL,0.021
SELF,IMAGE,0.021
SELF,IMPORTANT,0.021
SELF,PRIDE,0.021
SELF,CONFIDENCE,0.014
SELF,CONSCIOUS,0.014
SELF,MYSELF,0.014
SELFISH,GREED,0.184
SELFISH,ME,0.068
SELFISH,MEAN,0.068
SELFISH,SNOB,0.048
SELFISH,STINGY,0.041
SELFISH,EGO,0.034
SELFISH,SELF-CENTERED,0.034
SELFISH,CHILD,0.02
SELFISH,RUDE,0.02
SELFISH,SPOILED,0.02
SELFISH,UNGIVING,0.02
SELFISH,ARROGANT,0.014
SELFISH,BRAT,0.014
SELFISH,CRAB,0.014
SELFISH,NICE,0.014
SELFISH,UNFAIR,0.014
SELFISH,UNTHOUGHTFUL,0.014
SELL,BUY,0.544
SELL,MONEY,0.061
SELL,SALE,0.039
SELL,GIVE,0.028
SELL,PURCHASE,0.022
SELL,VEND,0.022
SELL,BORROW,0.017
SELL,STORE,0.017
SELL,TRADE,0.017
SELL,AUCTION,0.011
SELL,CLOTHES,0.011
SELL,GO,0.011
SELL,REAL ESTATE,0.011
SELL,SOLICIT,0.011
SELLER,BUYER,0.513
SELLER,BOOK,0.079
SELLER,SALESMAN,0.072
SELLER,BASEMENT,0.033
SELLER,BEST,0.033
SELLER,SALES,0.026
SELLER,PUSHY,0.02
SELLER,WINE,0.02
SELLER,CAR,0.013
SELLER,MONEY,0.013
SELLER,SOLD,0.013
SELLER,VENDOR,0.013
SEMESTER,SCHOOL,0.322
SEMESTER,LONG,0.086
SEMESTER,TERM,0.079
SEMESTER,YEAR,0.059
SEMESTER,CLASS,0.053
SEMESTER,QUARTER,0.046
SEMESTER,COLLEGE,0.039
SEMESTER,OVER,0.033
SEMESTER,HOURS,0.026
SEMESTER,END,0.02
SEMESTER,EXAM,0.02
SEMESTER,GRADE,0.02
SEMESTER,FALL,0.013
SEMESTER,HALF,0.013
SEMESTER,TIME,0.013
SEMESTER,TWO,0.013
SEMESTER,WORK,0.013
SENATE,CONGRESS,0.25
SENATE,HOUSE,0.164
SENATE,GOVERNMENT,0.151
SENATE,COMMITTEE,0.026
SENATE,POLITICS,0.026
SENATE,CORRUPT,0.02
SENATE,CROOKS,0.02
SENATE,REPRESENTATIVE,0.02
SENATE,STATE,0.02
SENATE,CHEATS,0.013
SENATE,GOVERNOR,0.013
SENATE,POLITICIAN,0.013
SENATE,PRESIDENT,0.013
SENATE,SEAT,0.013
SENATOR,GOVERNMENT,0.138
SENATOR,POLITICS,0.072
SENATOR,CONGRESSMAN,0.059
SENATOR,GOVERNOR,0.059
SENATOR,POLITICIAN,0.059
SENATOR,PRESIDENT,0.059
SENATOR,CONGRESS,0.053
SENATOR,STATE,0.046
SENATOR,CROOK,0.039
SENATOR,CORRUPT,0.033
SENATOR,LIAR,0.026
SENATOR,REPRESENTATIVE,0.026
SENATOR,SENATE,0.026
SENATOR,MAYOR,0.02
SENATOR,SCUM,0.02
SENATOR,KENNEDY,0.013
SENATOR,TWO,0.013
SENATOR,WASHINGTON,0.013
SEND,MAIL,0.24
SEND,RECEIVE,0.193
SEND,LETTER,0.152
SEND,DELIVER,0.064
SEND,GIVE,0.064
SEND,GO,0.033
SEND,GET,0.028
SEND,MESSAGE,0.017
SEND,SENT,0.017
SEND,TRANSMIT,0.017
SEND,BRING,0.011
SEND,CARD,0.011
SEND,GIFT,0.011
SEND,MESSENGER,0.011
SEND,PACKAGE,0.011
SENSE,SMELL,0.25
SENSE,FEEL,0.12
SENSE,TOUCH,0.077
SENSE,COMMON,0.063
SENSE,FIVE,0.042
SENSE,SEE,0.035
SENSE,TASTE,0.035
SENSE,NONSENSE,0.028
SENSE,NOSE,0.028
SENSE,SIGHT,0.028
SENSE,HUMOR,0.021
SENSE,SIXTH,0.021
SENSE,CLEAR,0.014
SENSE,DIRECTION,0.014
SENSE,HEARING,0.014
SENSE,KNOWLEDGE,0.014
